,EnvironmentSatisfaction,JobSatisfaction,Attrition,BusinessTravel,Education,EducationField,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement
219,1.0,2.0,No,Travel_Frequently,2,Marketing,1,Sales Executive,Married,29600,1.0,3,32.0,2,10,7,3
220,2.0,3.0,No,Travel_Rarely,3,Life Sciences,1,Research Scientist,Married,190940,1.0,0,7.0,3,0,6,2
221,1.0,3.0,Yes,Travel_Frequently,3,Medical,2,Research Scientist,Married,39190,1.0,0,6.0,3,1,2,3
222,2.0,1.0,Yes,Travel_Frequently,3,Other,2,Healthcare Representative,Married,68250,1.0,0,1.0,2,0,0,3
223,2.0,4.0,No,Travel_Rarely,2,Life Sciences,4,Research Director,Married,102480,1.0,1,6.0,4,1,3,3
224,2.0,1.0,Yes,Travel_Rarely,1,Medical,1,Sales Representative,Divorced,189470,2.0,2,9.0,2,1,2,2
225,1.0,4.0,No,Travel_Rarely,3,Life Sciences,5,Sales Executive,Single,24960,4.0,3,9.0,3,0,2,3
226,1.0,4.0,No,Travel_Rarely,3,Marketing,2,Sales Executive,Divorced,64650,4.0,0,13.0,3,5,7,3
227,1.0,3.0,No,Travel_Rarely,4,Medical,1,Sales Representative,Divorced,22060,0.0,1,6.0,4,0,3,3
228,4.0,3.0,No,Travel_Rarely,4,Marketing,2,Laboratory Technician,Married,20860,4.0,0,17.0,3,1,0,3
229,4.0,2.0,No,Travel_Rarely,4,Medical,1,Sales Representative,Single,22930,1.0,2,1.0,3,0,0,1
230,3.0,4.0,No,Travel_Rarely,4,Life Sciences,2,Manufacturing Director,Married,26450,1.0,0,10.0,5,2,2,3
231,2.0,4.0,No,Travel_Rarely,5,Technical Degree,2,Sales Executive,Divorced,26830,4.0,0,21.0,3,0,0,3
232,3.0,1.0,No,Travel_Rarely,4,Medical,1,Human Resources,Single,20140,3.0,1,8.0,5,0,0,4
233,4.0,3.0,No,Travel_Frequently,3,Medical,2,Healthcare Representative,Divorced,34190,3.0,1,10.0,5,4,7,3
234,4.0,1.0,No,Travel_Rarely,1,Medical,2,Laboratory Technician,Married,53760,7.0,1,21.0,3,0,2,4
235,1.0,3.0,No,Travel_Rarely,4,Marketing,2,Sales Executive,Single,19510,4.0,3,10.0,4,0,2,4
236,3.0,3.0,No,Travel_Rarely,4,Life Sciences,1,Laboratory Technician,Divorced,23410,1.0,2,8.0,3,0,6,2
237,3.0,1.0,Yes,Travel_Rarely,3,Life Sciences,2,Research Scientist,Divorced,22930,0.0,0,5.0,0,0,2,3
238,3.0,3.0,No,Travel_Rarely,2,Life Sciences,3,Sales Executive,Single,87260,1.0,1,3.0,2,1,2,1
239,4.0,4.0,No,Travel_Rarely,2,Life Sciences,1,Laboratory Technician,Married,40110,4.0,1,26.0,2,0,1,3
240,1.0,3.0,No,Travel_Rarely,2,Medical,2,Laboratory Technician,Married,195450,0.0,0,3.0,3,2,2,2
241,3.0,3.0,No,Travel_Rarely,4,Marketing,2,Manufacturing Director,Divorced,45680,0.0,1,6.0,2,1,2,3
242,1.0,4.0,No,Travel_Rarely,1,Life Sciences,1,Healthcare Representative,Married,30220,1.0,1,6.0,3,0,5,3
243,3.0,3.0,No,Travel_Frequently,5,Technical Degree,3,Manager,Divorced,57720,1.0,0,1.0,3,0,0,3
244,4.0,1.0,No,Travel_Rarely,3,Other,3,Manager,Single,22690,7.0,1,18.0,2,8,10,2
245,2.0,4.0,No,Travel_Rarely,5,Medical,1,Research Scientist,Married,53810,1.0,0,10.0,0,8,8,3
246,1.0,1.0,Yes,Travel_Frequently,4,Life Sciences,3,Research Director,Married,34410,2.0,1,5.0,5,0,0,3
247,3.0,4.0,No,Travel_Rarely,2,Life Sciences,1,Manufacturing Director,Married,54540,1.0,1,3.0,5,0,2,4
248,3.0,3.0,No,Travel_Rarely,3,Medical,1,Manager,Married,98840,1.0,0,10.0,3,7,8,2
249,2.0,3.0,No,Travel_Rarely,3,Life Sciences,1,Healthcare Representative,Married,41570,1.0,3,6.0,2,1,2,3
250,2.0,4.0,No,Travel_Rarely,5,Medical,4,Laboratory Technician,Single,134580,1.0,0,17.0,3,11,8,3
251,3.0,4.0,No,Travel_Frequently,3,Technical Degree,2,Laboratory Technician,Divorced,90690,3.0,1,15.0,3,4,7,3
252,3.0,2.0,No,Travel_Rarely,2,Life Sciences,2,Sales Executive,Married,40140,2.0,1,16.0,4,7,1,2
253,2.0,2.0,No,Travel_Rarely,3,Life Sciences,2,Research Scientist,Divorced,59150,2.0,1,13.0,3,0,2,2
254,1.0,4.0,No,Travel_Rarely,3,Marketing,5,Research Director,Single,59930,0.0,1,5.0,3,1,1,1
255,4.0,3.0,Yes,Travel_Rarely,3,Life Sciences,5,Sales Representative,Single,61620,1.0,3,1.0,2,1,1,2
256,1.0,1.0,Yes,Travel_Frequently,4,Medical,1,Laboratory Technician,Single,24060,1.0,0,10.0,3,9,7,3
257,3.0,3.0,No,Non-Travel,1,Medical,1,Research Scientist,Married,187400,1.0,1,1.0,2,0,0,4
258,1.0,1.0,No,Travel_Rarely,3,Life Sciences,1,Healthcare Representative,Married,76370,2.0,1,5.0,3,0,2,3
259,4.0,2.0,No,Travel_Rarely,3,Medical,2,Manufacturing Director,Married,100960,0.0,1,4.0,3,1,2,3
260,4.0,4.0,No,Travel_Rarely,3,Life Sciences,5,Research Scientist,Single,147560,0.0,1,8.0,3,0,5,2
261,2.0,4.0,No,Travel_Frequently,4,Life Sciences,4,Healthcare Representative,Divorced,64990,1.0,3,10.0,3,2,8,2
262,2.0,2.0,No,Travel_Rarely,3,Technical Degree,1,Sales Executive,Married,97240,3.0,0,12.0,2,2,2,4
263,4.0,4.0,No,Travel_Frequently,3,Technical Degree,5,Laboratory Technician,Divorced,21940,1.0,0,6.0,5,0,4,3
264,4.0,4.0,No,Travel_Rarely,3,Life Sciences,3,Manager,Single,33880,3.0,0,4.0,2,0,0,4
265,4.0,3.0,No,Travel_Rarely,3,Medical,1,Laboratory Technician,Married,54730,1.0,1,20.0,2,3,8,4
266,4.0,2.0,No,Travel_Rarely,1,Medical,1,Healthcare Representative,Single,27030,1.0,1,9.0,2,7,7,3
267,1.0,3.0,Yes,Travel_Rarely,2,Life Sciences,1,Healthcare Representative,Single,25010,9.0,0,4.0,3,2,0,1
268,4.0,3.0,No,Travel_Rarely,5,Medical,1,Sales Representative,Single,62200,1.0,2,20.0,2,11,10,3
269,4.0,4.0,No,Travel_Rarely,3,Life Sciences,5,Research Scientist,Single,30380,1.0,0,10.0,5,0,8,1
270,2.0,3.0,Yes,Travel_Frequently,2,Medical,4,Sales Representative,Married,44240,3.0,1,18.0,2,1,3,2
271,2.0,4.0,No,Travel_Rarely,4,Life Sciences,1,Sales Executive,Single,43120,0.0,1,10.0,2,1,8,2
272,3.0,1.0,No,Travel_Rarely,3,Medical,5,Research Scientist,Married,132450,1.0,1,9.0,3,0,7,2
273,3.0,4.0,No,Travel_Rarely,3,Medical,2,Sales Executive,Single,136640,3.0,0,10.0,6,7,7,3
274,4.0,1.0,No,Travel_Rarely,3,Medical,5,Sales Executive,Single,50210,2.0,0,20.0,3,1,7,3
275,4.0,1.0,No,Travel_Frequently,4,Medical,3,Human Resources,Married,51260,5.0,0,20.0,2,1,12,3
276,3.0,3.0,No,Travel_Rarely,1,Life Sciences,2,Laboratory Technician,Married,28590,3.0,1,32.0,2,1,3,3
277,2.0,4.0,No,Travel_Rarely,3,Medical,1,Sales Executive,Divorced,102390,3.0,3,23.0,3,12,6,3
278,1.0,1.0,No,Travel_Rarely,2,Life Sciences,5,Laboratory Technician,Single,53290,8.0,0,10.0,3,2,2,4
279,4.0,1.0,No,Travel_Frequently,1,Life Sciences,2,Manufacturing Director,Divorced,43250,1.0,0,9.0,2,1,7,2
280,4.0,3.0,No,Travel_Rarely,3,Medical,1,Manufacturing Director,Married,72600,1.0,0,22.0,2,2,10,3
281,4.0,2.0,No,Travel_Rarely,3,Life Sciences,2,Research Scientist,Married,23220,7.0,1,4.0,0,2,2,4
282,1.0,2.0,Yes,Travel_Rarely,4,Life Sciences,3,Research Scientist,Single,20750,7.0,3,10.0,0,3,7,2
283,1.0,1.0,No,Non-Travel,4,Technical Degree,2,Research Scientist,Married,41520,9.0,1,10.0,3,0,5,3
284,3.0,3.0,No,Travel_Rarely,3,Medical,3,Manager,Single,96190,4.0,1,10.0,2,0,0,3
285,1.0,3.0,No,Non-Travel,2,Life Sciences,1,Research Scientist,Single,135030,2.0,0,9.0,6,1,4,2
286,4.0,3.0,No,Travel_Frequently,3,Life Sciences,1,Research Scientist,Divorced,54410,9.0,1,28.0,6,11,13,2
287,3.0,4.0,No,Travel_Rarely,3,Life Sciences,2,Sales Executive,Divorced,52090,7.0,1,10.0,3,7,7,3
288,3.0,3.0,No,Travel_Rarely,2,Medical,1,Sales Executive,Single,106730,1.0,3,1.0,2,0,0,3
289,3.0,3.0,Yes,Travel_Frequently,1,Life Sciences,1,Sales Executive,Divorced,50100,6.0,3,7.0,3,2,2,3
290,4.0,4.0,No,Travel_Frequently,1,Life Sciences,1,Laboratory Technician,Married,135490,3.0,2,7.0,3,2,2,3
291,2.0,3.0,No,Travel_Rarely,5,Technical Degree,2,Healthcare Representative,Single,49990,3.0,2,10.0,2,4,3,4
292,2.0,1.0,No,Travel_Rarely,3,Marketing,5,Sales Executive,Married,42210,1.0,1,5.0,4,0,2,3
293,3.0,2.0,No,Travel_Rarely,4,Marketing,4,Healthcare Representative,Married,138720,9.0,3,12.0,3,3,6,2
294,3.0,4.0,No,Travel_Rarely,4,Medical,1,Manager,Married,20420,7.0,0,30.0,6,1,1,3
295,4.0,4.0,No,Travel_Rarely,3,Marketing,2,Research Scientist,Single,20730,0.0,0,5.0,3,2,3,3
296,4.0,1.0,No,Travel_Rarely,3,Life Sciences,1,Laboratory Technician,Single,29560,8.0,0,9.0,6,0,7,3
297,4.0,2.0,No,Travel_Rarely,3,Marketing,2,Manager,Divorced,29260,1.0,1,2.0,3,2,2,2
298,4.0,4.0,No,Travel_Rarely,3,Life Sciences,3,Laboratory Technician,Single,48090,2.0,0,19.0,2,2,2,3
299,4.0,1.0,No,Non-Travel,1,Medical,1,Healthcare Representative,Divorced,51630,2.0,2,16.0,4,0,0,3
300,3.0,4.0,No,Travel_Frequently,4,Life Sciences,2,Sales Executive,Married,188440,1.0,0,10.0,3,4,7,1
301,4.0,3.0,No,Travel_Rarely,3,Medical,4,Laboratory Technician,Married,181720,6.0,2,6.0,5,0,1,3
302,2.0,1.0,No,Travel_Rarely,3,Medical,3,Laboratory Technician,Divorced,57440,3.0,1,7.0,4,0,0,2
303,3.0,1.0,No,Travel_Rarely,5,Technical Degree,3,Manager,Married,28890,1.0,1,34.0,2,1,16,3
304,4.0,4.0,Yes,Travel_Rarely,2,Medical,3,Laboratory Technician,Single,28710,1.0,3,10.0,2,7,8,3
305,3.0,4.0,No,Travel_Rarely,3,Life Sciences,2,Research Scientist,Single,74840,1.0,0,6.0,3,1,4,3
306,2.0,3.0,No,Travel_Rarely,3,Life Sciences,3,Healthcare Representative,Single,60740,0.0,0,9.0,2,3,1,3
307,1.0,3.0,No,Travel_Rarely,1,Life Sciences,2,Research Scientist,Single,173280,1.0,1,2.0,2,0,2,1
308,2.0,3.0,Yes,Travel_Frequently,3,Life Sciences,1,Research Director,Single,27740,4.0,1,10.0,2,1,3,3
309,4.0,4.0,No,Travel_Rarely,3,Technical Degree,1,Research Scientist,Single,45050,1.0,0,6.0,3,1,4,3
310,4.0,1.0,Yes,Travel_Rarely,3,Human Resources,4,Laboratory Technician,Married,74280,5.0,0,24.0,2,1,4,3
311,1.0,1.0,No,Non-Travel,2,Life Sciences,5,Sales Executive,Single,116310,1.0,1,10.0,2,0,9,1
312,4.0,4.0,No,Non-Travel,4,Life Sciences,5,Sales Executive,Married,97380,0.0,2,5.0,2,1,2,3
313,1.0,4.0,No,Travel_Frequently,2,Life Sciences,1,Manufacturing Director,Divorced,28350,3.0,1,5.0,2,2,0,3
314,2.0,3.0,No,Travel_Rarely,2,Medical,3,Manufacturing Director,Married,169590,4.0,3,11.0,5,1,1,3
315,4.0,1.0,Yes,Travel_Rarely,2,Life Sciences,2,Laboratory Technician,Single,26130,6.0,1,6.0,2,1,2,3
316,2.0,4.0,No,Travel_Rarely,4,Technical Degree,2,Manufacturing Director,Single,61460,2.0,0,10.0,3,1,3,3
317,4.0,1.0,No,Travel_Rarely,4,Medical,2,Laboratory Technician,Divorced,49630,9.0,1,9.0,2,1,4,3
318,3.0,4.0,No,Travel_Frequently,2,Life Sciences,4,Research Scientist,Married,195370,0.0,0,5.0,5,1,1,3
319,4.0,1.0,No,Travel_Rarely,4,Technical Degree,2,Manufacturing Director,Divorced,61720,0.0,0,6.0,1,4,3,3
320,1.0,1.0,No,Travel_Frequently,4,Life Sciences,2,Research Scientist,Single,23680,6.0,1,17.0,3,4,12,3
321,3.0,1.0,No,Travel_Rarely,3,Marketing,1,Sales Representative,Single,103120,1.0,0,6.0,2,1,3,3
322,1.0,4.0,No,Travel_Rarely,4,Medical,3,Manager,Married,16750,1.0,0,3.0,6,0,2,2
323,4.0,3.0,No,Travel_Rarely,3,Medical,1,Laboratory Technician,Married,25230,3.0,1,7.0,2,0,2,3
324,3.0,2.0,No,Travel_Frequently,4,Medical,2,Manufacturing Director,Married,65670,1.0,1,8.0,3,3,7,4
325,3.0,1.0,No,Travel_Rarely,3,Life Sciences,3,Healthcare Representative,Married,47390,5.0,2,6.0,2,1,2,3
326,2.0,4.0,No,Travel_Frequently,4,Medical,1,Manufacturing Director,Divorced,92080,1.0,1,24.0,2,14,9,4
327,3.0,1.0,Yes,Travel_Rarely,3,Medical,4,Manufacturing Director,Married,45590,1.0,1,1.0,2,0,0,2
328,3.0,2.0,No,Non-Travel,5,Marketing,1,Manufacturing Director,Divorced,81890,1.0,1,1.0,3,0,0,3
329,4.0,3.0,No,Travel_Rarely,3,Life Sciences,2,Manufacturing Director,Married,29420,8.0,1,9.0,1,1,4,2
330,3.0,3.0,No,Travel_Rarely,4,Life Sciences,2,Sales Executive,Married,49410,5.0,1,30.0,3,0,3,1
331,2.0,1.0,Yes,Travel_Rarely,4,Marketing,4,Research Scientist,Married,106500,1.0,2,1.0,2,0,0,4
332,3.0,3.0,No,Travel_Rarely,4,Life Sciences,4,Manufacturing Director,Married,59020,0.0,1,14.0,2,3,7,3
333,1.0,1.0,Yes,Travel_Rarely,5,Life Sciences,1,Human Resources,Single,86390,5.0,2,6.0,3,0,2,2
334,3.0,4.0,No,Travel_Rarely,4,Other,2,Manager,Married,63470,1.0,0,26.0,2,3,0,4
335,3.0,2.0,No,Travel_Rarely,3,Medical,2,Sales Executive,Married,42000,0.0,0,10.0,3,0,5,3
336,3.0,3.0,No,Travel_Rarely,3,Other,1,Research Scientist,Married,34520,1.0,0,10.0,3,0,7,2
337,4.0,2.0,Yes,Travel_Rarely,3,Other,2,Research Scientist,Single,43170,7.0,0,40.0,2,13,8,3
338,4.0,3.0,No,Travel_Rarely,4,Marketing,1,Research Scientist,Single,26320,3.0,3,7.0,3,2,2,4
339,4.0,4.0,No,Travel_Rarely,1,Marketing,2,Laboratory Technician,Married,46680,9.0,2,8.0,2,0,2,3
340,3.0,3.0,Yes,Travel_Rarely,4,Medical,2,Sales Executive,Single,32040,6.0,1,5.0,4,2,1,2
341,3.0,2.0,No,Travel_Rarely,3,Life Sciences,2,Healthcare Representative,Married,27200,4.0,1,8.0,3,0,4,3
342,3.0,3.0,No,Travel_Rarely,1,Medical,2,Manufacturing Director,Married,171810,1.0,0,14.0,2,6,8,2
343,1.0,3.0,No,Travel_Frequently,3,Marketing,3,Manufacturing Director,Single,22380,2.0,0,10.0,3,0,0,3
344,3.0,4.0,No,Travel_Rarely,3,Technical Degree,2,Research Director,Single,14830,5.0,0,12.0,3,0,0,3
345,2.0,3.0,No,Travel_Rarely,4,Life Sciences,1,Research Director,Single,56050,1.0,2,1.0,2,0,0,3
346,2.0,2.0,No,Travel_Rarely,2,Medical,2,Sales Representative,Married,72950,1.0,0,10.0,3,7,8,3
347,1.0,1.0,No,Travel_Frequently,3,Medical,2,Research Scientist,Divorced,23060,2.0,1,13.0,5,1,2,3
348,3.0,4.0,No,Travel_Frequently,4,Life Sciences,3,Laboratory Technician,Single,23480,1.0,1,6.0,3,1,3,3
349,3.0,4.0,Yes,Travel_Rarely,2,Life Sciences,2,Healthcare Representative,Married,89980,1.0,2,9.0,2,7,7,4
350,3.0,4.0,Yes,Travel_Rarely,3,Technical Degree,4,Manufacturing Director,Single,43190,4.0,0,12.0,3,7,3,4
351,2.0,1.0,No,Travel_Rarely,2,Medical,2,Healthcare Representative,Married,61320,6.0,0,22.0,3,1,0,2
352,3.0,4.0,No,Travel_Rarely,4,Medical,2,Manager,Divorced,33460,1.0,1,9.0,2,0,8,2
353,3.0,3.0,No,Travel_Rarely,3,Medical,1,Research Director,Single,108550,3.0,1,17.0,2,1,6,3
354,2.0,2.0,No,Travel_Rarely,2,Technical Degree,1,Sales Executive,Married,22310,1.0,0,8.0,3,7,5,2
355,3.0,4.0,No,Travel_Rarely,5,Life Sciences,4,Research Scientist,Married,23230,0.0,0,4.0,2,0,2,3
356,3.0,3.0,Yes,Travel_Frequently,4,Other,1,Sales Executive,Married,20240,1.0,0,8.0,2,1,7,3
357,4.0,4.0,No,Non-Travel,3,Technical Degree,1,Sales Executive,Married,27130,1.0,0,0.0,2,0,0,3
358,1.0,3.0,No,Travel_Rarely,3,Medical,3,Research Scientist,Married,94390,2.0,3,29.0,0,4,17,3
359,4.0,2.0,No,Travel_Rarely,5,Medical,1,Sales Executive,Single,25660,9.0,1,10.0,3,2,3,3
360,1.0,1.0,No,Travel_Rarely,3,Medical,1,Laboratory Technician,Single,199260,7.0,3,6.0,5,0,1,4
361,1.0,1.0,No,Travel_Rarely,4,Life Sciences,3,Laboratory Technician,Divorced,24510,1.0,1,9.0,3,0,8,2
362,3.0,1.0,No,Travel_Rarely,4,Medical,2,Manager,Single,94190,1.0,1,6.0,5,1,1,2
363,2.0,4.0,No,Travel_Rarely,4,Marketing,3,Manager,Married,86860,1.0,0,18.0,2,4,11,3
364,2.0,4.0,No,Travel_Rarely,4,Medical,4,Sales Executive,Divorced,30380,2.0,0,8.0,3,0,3,3
365,2.0,4.0,No,Travel_Frequently,5,Medical,5,Sales Representative,Divorced,30580,9.0,1,10.0,2,0,3,3
366,1.0,4.0,No,Travel_Rarely,3,Marketing,4,Sales Executive,Married,23250,7.0,1,35.0,1,0,4,4
367,4.0,1.0,No,Travel_Rarely,5,Technical Degree,2,Healthcare Representative,Divorced,20880,4.0,3,18.0,2,0,2,3
368,3.0,3.0,No,Travel_Rarely,3,Marketing,1,Human Resources,Married,30720,5.0,0,9.0,4,1,3,1
369,3.0,4.0,No,Travel_Frequently,1,Life Sciences,2,Laboratory Technician,Married,50060,3.0,1,31.0,2,0,0,3
370,4.0,3.0,No,Travel_Rarely,2,Life Sciences,4,Laboratory Technician,Divorced,42570,4.0,0,9.0,2,0,0,3
371,2.0,4.0,No,Travel_Rarely,4,Life Sciences,1,Healthcare Representative,Divorced,25000,1.0,2,6.0,3,0,4,3
372,4.0,4.0,No,Travel_Rarely,2,Life Sciences,1,Sales Representative,Married,11020,6.0,0,4.0,3,2,2,2
373,1.0,4.0,No,Travel_Rarely,3,Medical,1,Laboratory Technician,Married,104530,2.0,1,10.0,2,0,2,3
374,2.0,4.0,No,Travel_Frequently,4,Life Sciences,2,Laboratory Technician,Single,22880,5.0,1,8.0,4,2,2,2
375,1.0,1.0,No,Travel_Rarely,3,Other,2,Research Scientist,Married,39290,0.0,0,6.0,6,0,3,2
376,3.0,1.0,No,Travel_Rarely,3,Life Sciences,1,Laboratory Technician,Married,23110,1.0,1,5.0,2,0,3,3
377,4.0,3.0,No,Travel_Rarely,2,Life Sciences,1,Healthcare Representative,Married,31400,1.0,1,17.0,2,5,15,2
378,4.0,2.0,Yes,Travel_Frequently,2,Marketing,1,Laboratory Technician,Divorced,36900,1.0,1,10.0,2,7,8,4
379,4.0,4.0,No,Non-Travel,3,Life Sciences,1,Sales Executive,Divorced,44500,0.0,0,4.0,3,0,2,3
380,3.0,1.0,No,Travel_Rarely,3,Marketing,4,Research Scientist,Married,27560,1.0,2,5.0,2,0,3,3
381,3.0,1.0,No,Travel_Rarely,3,Technical Degree,2,Sales Representative,Married,190330,2.0,1,7.0,5,0,2,3
382,1.0,4.0,No,Non-Travel,5,Technical Degree,2,Healthcare Representative,Married,187220,0.0,1,6.0,3,3,4,3
383,2.0,2.0,No,Travel_Frequently,5,Medical,1,Research Scientist,Married,95470,1.0,1,10.0,3,5,3,2
384,2.0,2.0,No,Travel_Rarely,2,Medical,1,Sales Executive,Married,137340,0.0,0,3.0,3,1,2,4
385,3.0,4.0,No,Travel_Rarely,1,Technical Degree,2,Research Scientist,Married,199990,2.0,1,17.0,6,1,3,3
386,4.0,4.0,No,Travel_Rarely,3,Life Sciences,3,Sales Executive,Married,22790,3.0,1,8.0,3,0,2,3
387,2.0,3.0,Yes,Travel_Rarely,3,Marketing,3,Laboratory Technician,Divorced,59160,6.0,0,5.0,2,0,2,3
388,1.0,4.0,No,Travel_Rarely,3,Life Sciences,1,Sales Representative,Married,20890,5.0,0,28.0,2,2,2,2
389,4.0,2.0,No,Travel_Rarely,3,Life Sciences,3,Healthcare Representative,Married,167920,3.0,1,16.0,3,4,8,4
390,3.0,4.0,No,Travel_Frequently,4,Life Sciences,3,Human Resources,Married,35640,5.0,0,10.0,1,0,0,1
391,4.0,4.0,No,Travel_Rarely,1,Medical,1,Sales Executive,Single,44250,6.0,1,33.0,2,3,8,4
392,4.0,4.0,No,Travel_Frequently,3,Medical,1,Laboratory Technician,Married,52650,4.0,1,12.0,4,2,2,3
393,3.0,4.0,No,Travel_Rarely,4,Marketing,3,Research Director,Married,65530,0.0,0,8.0,2,7,7,3
394,1.0,2.0,No,Non-Travel,5,Medical,2,Research Scientist,Single,62610,1.0,0,10.0,1,0,9,3
395,1.0,1.0,No,Non-Travel,3,Medical,1,Laboratory Technician,Divorced,42980,1.0,1,31.0,6,14,7,3
396,4.0,4.0,No,Travel_Rarely,3,Other,3,Human Resources,Married,68040,8.0,1,13.0,3,0,4,2
397,4.0,2.0,No,Travel_Rarely,3,Life Sciences,2,Manufacturing Director,Divorced,38150,3.0,1,7.0,3,0,3,3
398,1.0,4.0,Yes,Travel_Rarely,1,Medical,1,Laboratory Technician,Single,27410,1.0,1,1.0,5,0,1,2
399,1.0,4.0,No,Travel_Rarely,4,Life Sciences,4,Healthcare Representative,Divorced,66730,6.0,1,8.0,2,0,3,4
400,2.0,1.0,No,Travel_Rarely,2,Life Sciences,2,Manufacturing Director,Married,76390,1.0,0,8.0,6,7,1,3
401,1.0,4.0,No,Travel_Rarely,5,Life Sciences,1,Research Scientist,Single,23280,1.0,2,4.0,3,0,2,3
402,4.0,4.0,Yes,Travel_Frequently,2,Technical Degree,1,Sales Executive,Divorced,21530,9.0,0,3.0,3,0,0,3
403,1.0,2.0,No,Travel_Rarely,4,Marketing,2,Sales Executive,Divorced,48760,4.0,2,4.0,4,0,0,3
404,3.0,3.0,Yes,Travel_Rarely,3,Medical,2,Sales Executive,Single,93960,1.0,0,2.0,6,0,2,1
405,3.0,4.0,Yes,Travel_Rarely,3,Medical,2,Sales Executive,Single,104000,1.0,1,1.0,2,0,0,3
406,3.0,4.0,No,Travel_Rarely,4,Medical,1,Laboratory Technician,Married,84740,0.0,0,17.0,3,4,11,3
407,4.0,4.0,No,Travel_Rarely,3,Life Sciences,2,Manufacturing Director,Single,99810,1.0,1,3.0,3,1,2,3
408,2.0,3.0,Yes,Travel_Rarely,4,Life Sciences,1,Laboratory Technician,Married,124900,0.0,0,4.0,3,0,2,3
409,2.0,4.0,Yes,Travel_Rarely,3,Life Sciences,2,Sales Executive,Divorced,26570,4.0,0,10.0,3,1,0,4
410,3.0,3.0,No,Travel_Rarely,3,Life Sciences,3,Manager,Divorced,135910,5.0,1,6.0,2,2,2,3
411,4.0,1.0,Yes,Travel_Rarely,4,Life Sciences,4,Human Resources,Married,66960,7.0,0,8.0,3,2,2,3
412,2.0,3.0,No,Travel_Rarely,3,Medical,1,Research Scientist,Single,20580,1.0,1,1.0,5,0,0,3
413,2.0,2.0,No,Travel_Rarely,2,Technical Degree,2,Human Resources,Divorced,88650,1.0,1,1.0,0,1,0,3
414,3.0,3.0,No,Travel_Rarely,1,Technical Degree,2,Human Resources,Single,59400,7.0,0,10.0,2,0,3,2
415,3.0,1.0,No,Travel_Rarely,3,Marketing,1,Sales Executive,Single,59140,3.0,1,6.0,4,0,2,3
416,3.0,2.0,No,Travel_Rarely,4,Life Sciences,1,Research Scientist,Divorced,26220,2.0,0,24.0,3,0,4,3
417,2.0,3.0,No,Travel_Rarely,3,Life Sciences,1,Sales Representative,Married,121850,3.0,0,13.0,2,5,2,3
418,4.0,4.0,No,Travel_Rarely,1,Life Sciences,3,Healthcare Representative,Married,106090,1.0,0,10.0,3,0,7,3
419,1.0,2.0,No,Travel_Rarely,2,Life Sciences,2,Sales Executive,Married,43450,4.0,0,29.0,3,1,7,2
420,4.0,3.0,No,Travel_Rarely,4,Medical,1,Research Scientist,Married,21770,4.0,0,13.0,4,0,0,3
421,4.0,3.0,No,Non-Travel,2,Technical Degree,2,Sales Executive,Married,27930,1.0,0,9.0,4,0,0,3
422,2.0,4.0,No,Travel_Rarely,4,Technical Degree,1,Sales Executive,Single,79180,2.0,2,8.0,3,0,1,2
423,4.0,1.0,No,Travel_Rarely,3,Other,2,Sales Executive,Married,87890,1.0,3,15.0,4,5,11,3
424,3.0,2.0,No,Non-Travel,3,Marketing,1,Laboratory Technician,Married,23890,6.0,1,5.0,4,0,2,2
425,3.0,2.0,Yes,Travel_Rarely,2,Life Sciences,1,Sales Executive,Married,32120,1.0,1,1.0,3,0,0,2
426,1.0,2.0,No,Travel_Rarely,4,Medical,2,Research Scientist,Divorced,192320,2.0,1,11.0,3,0,0,3
427,3.0,1.0,No,Travel_Frequently,3,Marketing,2,Healthcare Representative,Single,22670,1.0,3,7.0,2,0,7,2
428,4.0,1.0,No,Travel_Rarely,4,Medical,1,Research Scientist,Single,195170,2.0,0,20.0,5,2,17,3
429,3.0,3.0,No,Travel_Rarely,3,Life Sciences,2,Healthcare Representative,Single,24360,4.0,0,16.0,3,3,9,1
430,4.0,2.0,Yes,Travel_Rarely,3,Life Sciences,2,Research Scientist,Single,160640,1.0,1,1.0,3,0,0,3
431,1.0,1.0,Yes,Travel_Rarely,3,Life Sciences,3,Laboratory Technician,Single,27070,1.0,0,1.0,2,0,0,3
432,4.0,4.0,No,Travel_Rarely,4,Life Sciences,4,Research Director,Married,190680,0.0,0,10.0,1,8,5,3
433,4.0,2.0,No,Travel_Frequently,3,Marketing,1,Research Scientist,Divorced,39310,8.0,0,3.0,2,0,0,2
434,3.0,1.0,No,Travel_Rarely,3,Life Sciences,4,Laboratory Technician,Married,37300,1.0,1,8.0,4,6,3,3
435,3.0,4.0,Yes,Travel_Rarely,3,Medical,3,Sales Executive,Married,22320,1.0,1,16.0,2,3,7,3
436,2.0,4.0,No,Travel_Rarely,4,Medical,4,Manufacturing Director,Single,44650,0.0,0,6.0,3,1,4,3
437,1.0,3.0,Yes,Travel_Rarely,4,Marketing,3,Human Resources,Married,30720,5.0,0,17.0,3,11,7,2
438,3.0,2.0,No,Non-Travel,1,Life Sciences,2,Sales Executive,Married,33190,1.0,1,9.0,3,0,8,3
